# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.1.2

_fengo.wiped, boolean, 01
signed.warriorchad414, date, 810974696D657374616D70040000014B7A8F4194
signed.zombiehugger4, date, 810974696D657374616D70040000014B69989C1D
sk.dropparty, location, 86037961770843B36EF40570697463680842B40000017A09C0585C5B3A149EF70179094051C0000000000005776F726C6480FF0000000281046E616D652080094D6574616375727365017809C04446C1CBBCA976
sk.ss, location, 860379617708C3B3BDD70570697463680840819996017A09C06156C8CBE77DAB017909405180000000000005776F726C6480FF0000000281046E616D652080094D6574616375727365017809C003533E92FB1C28
spawn, location, 8603796177083D89000005706974636808BFE66656017A09C051E00000000000017909405180000000000005776F726C6480FF0000000281046E616D652080094D6574616375727365017809C050A00000000000
special._fengo.last, long, 0000000000000000
special.adnap09.last, long, 0000000000000000
special.aiden_h1.last, long, 0000000000000000
special.anonymous_404.last, long, 0000000000000000
special.atomicburgerflip.last, long, 0000000000000000
special.batman1120002.last, long, 0000000000000000
special.beagle5555.last, long, 0000000000000000
special.canadianeatfresh.last, long, 0000000000000000
special.captainstupid.last, long, 0000000000000000
special.clymate.last, long, 0000000000000000
special.coolcoolcool64.last, long, 0000000000000000
special.darkeye932.last, long, 0000000000000000
special.day, double, 401C000000000000
special.dinoppar.last, long, 0000000000000000
special.diskdinomite.last, long, 0000000000000000
special.dpw750.last, long, 0000000000000000
special.drbloodbathmc.last, long, 0000000000000000
special.esfavorie.last, long, 0000000000000000
special.evillittlething.last, long, 0000000000000000
special.fifatord.last, long, 0000000000000000
special.fireknight92.last, long, 0000000000000000
special.fwiter.last, long, 0000000000000000
special.green11.last, long, 0000000000000000
special.hobbitsyfeet.last, long, 0000000000000000
special.hunterboy57.last, long, 0000000000000000
special.idafox.last, long, 0000000000000000
special.infiniterose.last, long, 0000000000000000
special.itsdanielbro.last, long, 0000000000000000
special.jazzwalgar.last, long, 0000000000000000
special.katekitkat9.last, long, 0000000000000000
special.kristycream.last, long, 0000000000000000
special.kyokokat.last, long, 0000000000000000
special.lacerfacerxd.last, long, 0000000000000000
special.lego7711.last, long, 0000000000000000
special.lordlankovic.last, long, 0000000000000000
special.luna482.last, long, 0000000000000000
special.mrprotagonist.last, long, 0000000000000000
special.nitrogengaming1.last, long, 0000000000000000
special.post_rogue.last, long, 0000000000000000
special.pumpkinpepper.last, long, 0000000000000000
special.quisalas.last, long, 0000000000000000
special.raventhegreat.last, long, 0000000
