# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.1.2

_fengo.wiped, boolean, 01
signed.warriorchad414, date, 810974696D657374616D70040000014B7A8F4194
signed.zombiehugger4, date, 810974696D657374616D70040000014B69989C1D
sk.dropparty, location, 86037961770843B36EF40570697463680842B40000017A09C0585C5B3A149EF70179094051C0000000000005776F726C6480FF0000000281046E616D652080094D6574616375727365017809C04446C1CBBCA976
sk.ss, location, 860379617708C3B3BDD70570697463680840819996017A09C06156C8CBE77DAB017909405180000000000005776F726C6480FF0000000281046E616D652080094D6574616375727365017809C003533E92FB1C28
spawn, location, 8603796177083D89000005706974636808BFE66656017A09C051E00000000000017909405180000000000005776F726C6480FF0000000281046E616D652080094D6574616375727365017809C050A00000000000
special._fengo.last, long, 0000000000000000
special.adnap09.last, long, 0000000000000000
special.aiden_h1.last, long, 0000000000000000
special.anonymous_404.last, long, 0000000000000000
special.atomicburgerflip.last, long, 0000000000000000
special.batman1120002.last, long, 0000000000000000
special.beagle5555.last, long, 0000000000000000
special.canadianeatfresh.last, long, 0000000000000000
special.captainstupid.last, long, 0000000000000000
special.clymate.last, long, 0000000000000000
special.coolcoolcool64.last, long, 0000000000000000
special.darkeye932.last, long, 0000000000000000
special.day, double, 4020000000000000
special.dinoppar.last, long, 0000000000000000
special.diskdinomite.last, long, 0000000000000000
special.dpw750.last, long, 0000000000000000
special.drbloodbathmc.last, long, 0000000000000000
special.esfavorie.last, long, 0000000000000000
special.evillittlething.last, long, 0000000000000000
special.fifatord.last, long, 0000000000000000
special.fireknight92.last, long, 0000000000000000
special.fwiter.last, long, 0000000000000000
special.green11.last, long, 0000000000000000
special.hobbitsyfeet.last, long, 0000000000000000
special.hunterboy57.last, long, 0000000000000000
special.idafox.last, long, 0000000000000000
special.infiniterose.last, long, 0000000000000000
special.itsdanielbro.last, long, 0000000000000000
special.jazzwalgar.last, long, 0000000000000000
special.katekitkat9.last, long, 0000000000000000
special.kristycream.last, long, 0000000000000000
special.kyokokat.last, long, 0000000000000000
special.lacerfacerxd.last, long, 0000000000000000
special.lego7711.last, long, 0000000000000000
special.lordlankovic.last, long, 0000000000000000
special.luna482.last, long, 0000000000000000
special.mrprotagonist.last, long, 0000000000000000
special.nitrogengaming1.last, long, 0000000000000000
special.post_rogue.last, long, 0000000000000000
special.pumpkinpepper.last, long, 0000000000000000
special.quisalas.last, long, 0000000000000000
special.raventhegreat.last, long, 0000000000000000
special.rfcroc.last, long, 0000000000000000
special.rubyserpent.last, long, 0000000000000000
special.ryan1450.last, long, 0000000000000000
special.saphrana.last, long, 0000000000000000
special.scatzbro.last, long, 0000000000000000
special.scorrpine.last, long, 0000000000000000
special.shadow007uk.last, long, 0000000000000000
special.sharkboy5432.last, long, 0000000000000000
special.shaunticlair.last, long, 0000000000000000
special.shinx.last, long, 0000000000000000
special.ski32.last, long, 0000000000000000
special.statiikxkaleb.last, long, 0000000000000000
special.swimmer117.last, long, 0000000000000000
special.thegreatcrafter7.last, long, 0000000000000000
special.trich159.last, long, 0000000000000000
special.trytheswordfish.last, long, 0000000000000000
special.varanta.last, long, 0000000000000000
special.warriorchad414.last, long, 0000000000000000
special.zell963s.last, long, 0000000000000000
special.zombiehugger4.last, long, 0000000000000000
spent.<player>, long, 0000000000000000
spleef.fifth.wins, long, 0000000000000001
spleef.first.wins, long, 0000000000000005
spleef.fourth.wins, long, 0000000000000002
spleef.second.wins, long, 0000000000000004
spleef.third.wins, long, 0000000000000003
staff.members::captainstupid, date, 810974696D657374616D70040000014B756F2D63
staff.members::darkeye932, date, 810974696D657374616D70040000014B7BE3DE1D
staff.members::dinoppar, date, 810974696D657374616D70040000014B7C701EF2
staff.members::drbloodbathmc, date, 810974696D657374616D70040000014B7C236D2C
staff.members::evillittlething, string, 80036E6F77
staff.members::hobbitsyfeet, date, 810974696D657374616D70040000014B7C9F9590
staff.members::infiniterose, date, 810974696D657374616D70040000014B7C2407AA
staff.members::mrprotagonist, date, 810974696D657374616D70040000014B7C54CA12
staff.members::post_rogue, date, 810974696D657374616D70040000014B7C6577A3
staff.members::scatzbro, date, 810974696D657374616D70040000014B7F31225F
staff.members::shadow007uk, string, 80036E6F77
teir1, long, 00000000000055F0
teir2, long, 000000000000D6D8
teir3, long, 0000000000015F90
teir4, long, 0000000000027100
teir5, long, 0000000000061A80
teir6, long, 00000000000AAE60
teir7, long, 00000000000DBBA0
teir8, long, 0000000000124F80
useris.darkeye932, boolean, 00
useris.dinoppar, boolean, 00
useris.drbloodbathmc, boolean, 00
useris.evillittlething, boolean, 01
useris.fireknight92, boolean, 01
useris.infiniterose, boolean, 00
useris.raventhegreat, boolean, 00
useris.scatzbro, boolean, 00
useris.shadow007uk, boolean, 01
vc.hobbitsyfeet.count, long, 0000000000000000
vc.hobbitsyfeet.max, long, 0000000000000000
vc.lacerfacerxd::cobble, location, 860379617708C33400000570697463680880000000017A09408C7C00000000000179094055A0000000000005776F726C6480FF0000000281046E616D652080094D6574616375727365017809C0B1E38000000000
vc.lacerfacerxd.count, long, 0000000000000001
vc.lacerfacerxd.max, long, 0000000000000012
vc.temp.lacerfacerxd.vcnumber, string, 8006436F62626C65
vote.against, long, 0000000000000000
vote.for, double, 3FF0000000000000
voted._fengo, boolean, 00
voted.adnap09, boolean, 00
voted.aiden_h1, boolean, 00
voted.anonymous_404, boolean, 00
voted.atomicburgerflip, boolean, 00
voted.batman1120002, boolean, 00
voted.beagle5555, boolean, 00
voted.canadianeatfresh, boolean, 00
voted.captainstupid, boolean, 00
voted.clymate, boolean, 00
voted.coolcoolcool64, boolean, 00
voted.darkeye932, boolean, 00
voted.dinoppar, boolean, 00
voted.diskdinomite, boolean, 00
voted.dpw750, boolean, 00
voted.drbloodbathmc, boolean, 00
voted.esfavorie, boolean, 00
voted.evillittlething, boolean, 00
voted.fifatord, boolean, 00
voted.fireknight92, boolean, 00
voted.fwiter, boolean, 00
voted.green11, boolean, 00
voted.hobbitsyfeet, boolean, 00
voted.hunterboy57, boolean, 00
voted.idafox, boolean, 00
voted.infiniterose, boolean, 00
voted.itsdanielbro, boolean, 00
voted.jazzwalgar, boolean, 00
voted.katekitkat9, boolean, 00
voted.kristycream, boolean, 00
voted.kyokokat, boolean, 00
voted.lacerfacerxd, boolean, 00
voted.lego7711, boolean, 00
voted.lordlankovic, boolean, 00
voted.luna482, boolean, 00
voted.mrprotagonist, boolean, 00
voted.nitrogengaming1, boolean, 00
voted.post_rogue, boolean, 00
voted.pumpkinpepper, boolean, 00
voted.quisalas, boolean, 00
voted.raventhegreat, boolean, 00
voted.rfcroc, boolean, 00
voted.rubyserpent, boolean, 00
voted.ryan1450, boolean, 00
voted.saphrana, boolean, 00
voted.scatzbro, boolean, 00
voted.scorrpine, boolean, 00
voted.shadow007uk, boolean, 00
voted.sharkboy5432, boolean, 00
voted.shaunticlair, boolean, 00
voted.shinx, boolean, 00
voted.ski32, boolean, 00
voted.statiikxkaleb, boolean, 00
voted.swimmer117, boolean, 00
voted.thegreatcrafter7, boolean, 00
voted.trich159, boolean, 00
voted.trytheswordfish, boolean, 00
voted.varanta, boolean, 00
voted.warriorchad414, boolean, 00
voted.zell963s, boolean, 00
voted.zombiehugger4, boolean, 00
warnings.<player>, long, 0000000000000000
warnings.coolcoolcool64, double, 4000000000000000
warnings.coolcoolcool64.by::1, offlineplayer, 81046E616D6520800D4D7250726F7461676F6E697374
warnings.coolcoolcool64.by::2, offlineplayer, 81046E616D6520800A506F73745F526F677565
warnings.coolcoolcool64.reason::1, string, 801F4164766572746973696E6720616E6F74686572207365727665722773204950
warnings.coolcoolcool64.reason::2, string, 800B6164766572746973696E67
warnings.coolcoolcool64.time::1, date, 810974696D657374616D70040000014B668E1209
warnings.coolcoolcool64.time::2, date, 810974696D657374616D70040000014B669523FC
wchat::-.-, string, 8007E0B2A05FE0B2A0
wchat::/accept, string, 8010C2A761C2A76F2F616363657074C2A772
wchat::/agree, string, 800FC2A761C2A76F2F6167726565C2A772
wchat::/back, string, 800EC2A761C2A76F2F6261636BC2A772
wchat::/buy, string, 800DC2A761C2A76F2F627579C2A772
wchat::/dash, string, 800EC2A761C2A76F2F64617368C2A772
wchat::/death, string, 800FC2A761C2A76F2F6465617468C2A772
wchat::/delhome, string, 8011C2A761C2A76F2F64656C686F6D65C2A772
wchat::/donate, string, 8010C2A761C2A76F2F646F6E617465C2A772
wchat::/drop, string, 800EC2A761C2A76F2F64726F70C2A772
wchat::/home, string, 800EC2A761C2A76F2F686F6D65C2A772
wchat::/hub, string, 800DC2A761C2A76F2F687562C2A772
wchat::/hyperverse, string, 8014C2A761C2A76F2F68797065727665727365C2A772
wchat::/hyper, string, 800FC2A761C2A76F2F6879706572C2A772
wchat::/hy, string, 800DC2A761C2A76F2F687970C2A772
wchat::/lobby, string, 800FC2A761C2A76F2F6C6F626279C2A772
wchat::/menu, string, 800EC2A761C2A76F2F6D656E75C2A772
wchat::/meta, string, 800EC2A761C2A76F2F6D657461C2A772
wchat::/msg, string, 800DC2A761C2A76F2F6D7367C2A772
wchat::/pay, string, 800DC2A761C2A76F2F706179C2A772
wchat::/permshop, string, 8012C2A761C2A76F2F7065726D73686F70C2A772
wchat::/premium, string, 8011C2A761C2A76F2F7072656D69756DC2A772
wchat::/pvpoff, string, 8010C2A761C2A76F2F7076706F6666C2A772
wchat::/pvpon, string, 800FC2A761C2A76F2F7076706F6EC2A772
wchat::/pvp, string, 800DC2A761C2A76F2F707670C2A772
wchat::/rules, string, 800FC2A761C2A76F2F72756C6573C2A772
wchat::/sandbox, string, 8011C2A761C2A76F2F73616E64626F78C2A772
wchat::/sethome, string, 8011C2A761C2A76F2F736574686F6D65C2A772
wchat::/shop, string, 800EC2A761C2A76F2F73686F70C2A772
wchat::/spawn, string, 800FC2A761C2A76F2F737061776EC2A772
wchat::/ss, string, 800CC2A761C2A76F2F7373C2A772
wchat::/staff, string, 800FC2A761C2A76F2F7374616666C2A772
wchat::/submit, string, 8010C2A761C2A76F2F7375626D6974C2A772
wchat::/tell, string, 800EC2A761C2A76F2F74656C6CC2A772
wchat::/ticket, string, 8010C2A761C2A76F2F7469636B6574C2A772
wchat::/tpaccept, string, 8012C2A761C2A76F2F7470616363657074C2A772
wchat::/tpahere, string, 8011C2A761C2A76F2F74706168657265C2A772
wchat::/tpa, string, 800DC2A761C2A76F2F747061C2A772
wchat::/tracer, string, 8010C2A761C2A76F2F747261636572C2A772
wchat::/trails, string, 8010C2A761C2A76F2F747261696C73C2A772
wchat::/warpeffect, string, 8014C2A761C2A76F2F77617270656666656374C2A772
wchat::<3, string, 8003E299A5
wchat::[downvote], string, 8009C2A739E296BCC2A772
wchat::[upvote], string, 8009C2A736E296B2C2A772
wchat::mcmetaverse.com, string, 8018C2A761C2A76F4D634D65746176657273652E636F6DC2A772
wedding.going, boolean, 00
welcomed._fengo, offlineplayer, 81046E616D652080087472696368313539
welcomed.adnap09, string, 80054E6F746368
welcomed.aiden_h1, string, 80054E6F746368
welcomed.anonymous_404, string, 80054E6F746368
welcomed.atomicburgerflip, offlineplayer, 81046E616D6520800B6B7269737479637265616D
welcomed.batman1120002, string, 80054E6F746368
welcomed.beagle5555, string, 80054E6F746368
welcomed.canadianeatfresh, offlineplayer, 81046E616D6520800C496E66696E697465726F7365
welcomed.captainstupid, offlineplayer, 81046E616D65208006726663726F63
welcomed.clymate, string, 80054E6F746368
welcomed.coolcoolcool64, string, 80054E6F746368
welcomed.darkeye932, offlineplayer, 81046E616D6520800C486F62626974737966656574
welcomed.dinoppar, offlineplayer, 81046E616D6520800C486F62626974737966656574
welcomed.diskdinomite, string, 80054E6F746368
welcomed.dpw750, offlineplayer, 81046E616D652080085279616E31343530
welcomed.drbloodbathmc, offlineplayer, 81046E616D6520800C466972654B6E696768743932
welcomed.esfavorie, string, 80054E6F746368
welcomed.evillittlething, offlineplayer, 81046E616D6520800C6C6F72646C616E6B6F766963
welcomed.fifatord, string, 80054E6F746368
welcomed.fireknight92, offlineplayer, 81046E616D6520800F4576696C4C6974746C655468696E67
welcomed.fwiter, string, 80054E6F746368
welcomed.green11, offlineplayer, 81046E616D65208006467769746572
welcomed.hobbitsyfeet, offlineplayer, 81046E616D652080084B796F6B6F6B6174
welcomed.hunterboy57, string, 80054E6F746368
welcomed.idafox, string, 80054E6F746368
welcomed.infiniterose, offlineplayer, 81046E616D6520800C466972654B6E696768743932
welcomed.itsdanielbro, string, 80054E6F746368
welcomed.jazzwalgar, offlineplayer, 81046E616D6520800D4472426C6F6F64626174684D43
welcomed.katekitkat9, offlineplayer, 81046E616D6520800B5275627953657270656E74
welcomed.kristycream, offlineplayer, 81046E616D65208007677265656E3131
welcomed.kyokokat, offlineplayer, 81046E616D6520800D4361707461696E537475706964
welcomed.lacerfacerxd, offlineplayer, 81046E616D6520800D4D7250726F7461676F6E697374
welcomed.lego7711, string, 80054E6F746368
welcomed.lordlankovic, offlineplayer, 81046E616D6520800B736861646F77303037756B
welcomed.luna482, offlineplayer, 81046E616D6520800C466972654B6E696768743932
welcomed.mrprotagonist, offlineplayer, 81046E616D6520800A626561676C6535353535
welcomed.nitrogengaming1, offlineplayer, 81046E616D6520800F4576696C4C6974746C655468696E67
welcomed.post_rogue, offlineplayer, 81046E616D6520800D70756D706B696E706570706572
welcomed.pumpkinpepper, offlineplayer, 81046E616D6520800D4472426C6F6F64626174684D43
welcomed.quisalas, offlineplayer, 81046E616D6520800F74727974686573776F726466697368
welcomed.raventhegreat, offlineplayer, 81046E616D65208006647077373530
welcomed.rfcroc, offlineplayer, 81046E616D6520800B736861646F77303037756B
welcomed.rubyserpent, offlineplayer, 81046E616D65208008736361747A62726F
welcomed.ryan1450, offlineplayer, 81046E616D6520800C486F62626974737966656574
welcomed.saphrana, string, 80054E6F746368
welcomed.scatzbro, offlineplayer, 81046E616D6520800C466972654B6E696768743932
welcomed.scorrpine, string, 80054E6F746368
welcomed.shadow007uk, offlineplayer, 81046E616D6520800B5275627953657270656E74
welcomed.sharkboy5432, string, 80054E6F746368
welcomed.shaunticlair, string, 80054E6F746368
welcomed.shinx, string, 80054E6F746368
welcomed.ski32, string, 80054E6F746368
welcomed.statiikxkaleb, string, 80054E6F746368
welcomed.swimmer117, string, 80054E6F746368
welcomed.thegreatcrafter7, string, 80054E6F746368
welcomed.trich159, offlineplayer, 81046E616D652080087A656C6C39363373
welcomed.trytheswordfish, offlineplayer, 81046E616D6520800A506F73745F526F677565
welcomed.varanta, offlineplayer, 81046E616D652080065F46656E676F
welcomed.warriorchad414, offlineplayer, 81046E616D6520800B5275627953657270656E74
welcomed.zell963s, string, 80054E6F746368
welcomed.zombiehugger4, string, 80054E6F746368
zombiehugger4.wiped, boolean, 01

